"","","","z"
"1",1.0797358695345,3.85977029588667,2
"2",2.00215430728744,2.73202213546865,3
"3",2.27608466349003,1.03393953485962,3
"4",-1.98057599707209,0.155923722945313,1
"5",4.1878837895611,0.129861941774553,3
"6",-4.65695756801125,0.0367734179649009,1
"7",-4.23356646455121,-0.248063843440532,1
"8",2.96597885089431,1.35315809833826,3
"9",0.929630388222875,4.52857764871077,2
"10",0.735851308454183,2.8728032719059,2
"11",-1.3205423456312,2.80875916920854,2
"12",-0.272236290074392,4.28656628696792,2
"13",0.67733881787313,4.99267128591149,2
"14",-0.165213718677722,3.1057199661498,2
"15",2.7019643921923,-2.07309198071797,3
"16",2.92906247704854,1.65081614770597,3
"17",0.871312077952982,1.18367739575685,2
"18",-4.05877454106439,0.491699159157237,1
"19",-0.315535654778091,-0.154190615169959,3
"20",2.71490735042995,-2.72774411061098,3
"21",-0.331218368069402,2.8993515088116,2
"22",-0.0346914101033976,3.04824175380961,2
"23",2.36454477905618,0.291539606109534,3
"24",-7.81268750696411,-0.459655698340564,1
"25",0.321319501977314,2.51592797339271,2
"26",-0.61792688695241,1.00249668861812,2
"27",0.451095687955591,2.30721545638249,2
"28",3.11362099824309,1.66225023696405,3
"29",-4.16352855583549,-0.229628946876299,1
"30",-1.10553310903892,-0.270028099581258,1
"31",-1.36816560109354,0.892515697471419,2
"32",5.85228532807553,4.41596799365607,3
"33",0.729403502201252,0.0531880611564856,3
"34",0.673004242279795,-0.138205038065039,3
"35",2.99620253454491,-2.45069591086706,3
"36",1.19737145621242,3.29855721406358,3
"37",3.46628809983088,-1.54694501822893,3
"38",0.595538896460573,2.73473996961648,2
"39",-0.164172332812655,3.25768297103741,2
"40",2.03989999535932,-1.42377432722102,3
"41",1.87511541555557,2.23054214028111,3
"42",0.762434108444353,4.253262013837,2
"43",3.18980160910285,-0.00416976464175856,3
"44",2.68520850317021,3.59485485163871,3
"45",-1.00202433918267,-0.327598661881903,1
"46",0.528231729834393,2.52168801908608,2
"47",1.87206121475645,-0.597694912594856,3
"48",-2.71014257877664,-0.540401950934102,1
"49",-6.02974539938224,0.40325571664599,1
"50",2.41952441775608,0.594042043961644,3
"51",-0.437185439379848,4.85123962496528,2
"52",0.977075699868083,3.79616052173337,2
"53",-0.144490604775202,4.40724926144031,2
"54",4.20266641838394,-1.9162503407258,3
"55",2.77330916541269,-4.05299353797106,3
"56",4.12663098333861,1.39431378677282,3
"57",0.181188365674802,2.84267936223185,2
"58",-0.122334922360287,1.14335591687378,2
"59",5.08428791305055,1.86539566547346,3
"60",-0.215124091080738,1.86020700180741,3
"61",-0.323305901944869,2.97468038939845,2
"62",-2.98444735757913,-0.611840435279611,1
"63",-1.12659095475563,1.49534005467554,2
"64",-0.268858582441533,-0.190126952955344,2
"65",0.169311385801736,2.92530657622033,2
"66",0.566791797002395,3.84814457146668,2
"67",4.14895291750287,0.259995296158443,3
"68",0.0622025590827442,1.96224936274892,2
"69",-3.00218533237252,0.824480262887844,1
"70",0.591469576071151,3.19970718597802,2
"71",-3.76000395851741,1.28210537492942,1
"72",-0.570177787800115,2.03451615422129,2
"73",-1.67032110159654,0.114314484285129,1
"74",2.75933949120411,-7.91551482315335,3
"75",-0.207159703461277,3.25753381159274,2
"76",-0.442199980922622,2.3437031679027,2
"77",0.718028292306966,5.76853493229875,2
"78",0.339523351837061,3.20458385576442,2
"79",-0.275074779665769,2.42664313502396,2
"80",0.361868433028988,3.30028971668619,2
"81",-0.451461168604609,2.78464662485355,2
"82",4.95175620077341,-0.0686203019653437,3
"83",-2.76352264998087,0.318727252945894,1
"84",-0.00507027088422081,3.24859039578218,2
"85",2.93962012428088,0.592598745988632,3
"86",2.04361130869467,0.222159915019528,3
"87",-1.9063168632223,0.121369064275546,1
"88",0.502551433584399,2.32564352320265,2
"89",2.01659849793834,1.40448926728423,3
"90",-0.430903161265183,-1.04046090327535,2
"91",4.37443330328629,-3.59899331606143,3
"92",2.24646719058302,-3.11103053344156,3
"93",-1.79398883867088,-0.162413226455493,1
"94",5.23683642693085,4.35994141591506,3
"95",-0.330272169792261,2.44297153750181,2
"96",0.569932795973546,3.67595430451901,2
"97",4.08356807079524,2.87221993382795,3
"98",0.154239055379878,3.46167333803779,2
"99",-0.390435065367836,-0.270282414182329,1
"100",0.945602304301615,4.48589665946044,2
"101",0.206707259149233,2.89879236209232,2
"102",-1.33278510311518,-1.51870555389555,1
"103",-5.39002032376453,0.201748223401257,1
"104",-4.62478492409731,1.05377603512078,1
"105",5.20313204693223,-1.10375650554737,3
"106",-3.13875577765806,0.0355672641263134,1
"107",0.250741775879989,3.04889818590782,2
"108",-1.62217843528923,3.93792850493694,2
"109",-0.194858610633798,4.15024498105778,2
"110",0.650798781600141,3.70349124788976,2
"111",-0.586132796244835,2.94198140091209,2
"112",3.9005189729547,-0.991086810220711,3
"113",4.19284499738045,0.319351319174265,3
"114",-3.93795688373882,-0.239885207203043,1
"115",4.32749025705141,3.89354321119879,3
"116",1.82957925566151,-0.118375441204879,3
"117",-0.172135845909997,-0.465353655303076,1
"118",2.0034002301522,-0.545805414860024,3
"119",-5.41690708263978,0.225754710463958,1
"120",2.63495262866867,-0.579448956492265,3
"121",2.18900609027768,-0.933486762938209,3
"122",0.694953208254602,3.97698565128147,2
"123",-5.69843274816828,0.268772357074957,1
"124",1.20697462728002,4.30641160772078,2
"125",-0.112462157845654,2.98344457294245,2
"126",0.919368106958354,6.35040669703802,2
"127",-3.76737715239519,-0.437241880425408,1
"128",5.01587471733191,-3.33693068856487,3
"129",3.82822047100497,-1.73939769713403,3
"130",-1.03545831844656,2.76963039698395,2
"131",-3.57420975120536,1.13704034809516,1
"132",-1.05242255773338,3.06936425687326,2
"133",0.0807714662372546,2.18418828551197,2
"134",-0.1735471137342,3.92766924708191,2
"135",-4.61371201406779,-0.122631668322059,1
"136",1.17761608537579,-1.24755935876224,3
"137",-1.60862715974051,2.19856850337625,1
"138",2.87798598292362,0.0823289381465979,3
"139",-0.218898172992033,-0.174602386174684,1
"140",-6.35065190989922,0.511201148230833,1
"141",-0.0194881418459408,1.61457081583307,2
"142",0.0391154185494099,2.39665187762533,2
"143",5.10024952742054,-0.712728132769174,3
"144",0.290542957544913,-0.527393046999549,1
"145",-0.927364468436594,0.321296204075761,1
"146",-0.22913597880674,7.24518313739328,2
"147",-1.4794816795529,1.10725617695091,2
"148",1.17266516911708,-1.88202924660594,3
"149",5.12549201689752,-1.07282831970005,3
"150",4.46385881534772,0.424231459698272,3
"151",-1.74647778521284,-0.901541178079313,1
"152",5.83340376394116,1.4623631763571,3
"153",-0.440086047514952,2.28468344642246,2
"154",-0.0709724864426332,2.56924511103694,2
"155",-0.264888835304071,4.29552367411648,2
"156",0.147709214244915,4.11310851770622,2
"157",-0.283326894168848,3.11016569152471,2
"158",-5.09700816070621,0.660063524665673,1
"159",-0.195706938162296,-0.944606133351805,1
"160",-5.12677743542131,-0.139161239009243,1
"161",2.18785208507214,-6.32066725669995,3
"162",-5.45944452462527,0.425344156495392,1
"163",1.07663919553598,0.0718601216512044,3
"164",0.0767983322133893,3.33341033304296,2
"165",2.62273679451963,0.954346169434924,3
"166",1.35126442246527,2.5942589095863,2
"167",-0.38222293694598,2.710929078987,2
"168",-1.03764601035648,2.13483712051047,2
"169",-2.02915199278846,0.148331883837604,1
"170",2.71644129412959,-3.72885801493136,3
"171",-3.45086102010025,-0.0625549039189121,1
"172",-6.00399031318619,0.190468107110384,1
"173",0.247466013689262,3.92544083143907,2
"174",0.212178768256288,2.98895515497061,2
"175",1.61050970402791,2.68593289360587,3
"176",2.48110036992149,-4.0029723296298,3
"177",-2.21214464518344,0.346470998903674,1
"178",-0.578295600930159,2.10100150448928,2
"179",-1.07627792082274,-0.427396466612408,1
"180",0.8152308268417,3.25676988212515,2
"181",4.65282134966043,5.73586670053492,3
"182",3.03140474879794,-1.25800419268027,3
"183",2.57543436712808,-0.706584767163461,3
"184",-0.958102295914855,-0.609782209483105,1
"185",-0.99481901459532,2.36783525170393,2
"186",-0.814315494076136,-0.871833136685724,1
"187",3.02444939338135,-0.364209730981573,3
"188",-1.12296689215649,1.08312396561394,2
"189",-0.592765873824211,1.95925985977667,2
"190",-0.7285705524997,-0.0460650350949274,2
"191",-2.71673604109453,-0.037824139169921,1
"192",-3.44628671120186,-0.242757714093179,1
"193",-0.673574423349872,1.48149573148004,2
"194",3.54093981015656,-2.97352307246826,3
"195",0.183970621378673,3.64302295875407,2
"196",2.8362670326561,-0.695711167586612,3
"197",-4.43756302167869,0.138081782850616,1
"198",-2.66925923818123,-0.252471332871991,1
"199",-2.24101659847933,-0.138751295703701,1
"200",-0.277537643804231,2.61849527428543,2
"201",-0.773919039154323,0.305457122977065,1
"202",-2.09903316311148,2.90171574767723,2
"203",-0.36843183317123,1.91432551220006,2
"204",3.40234962182421,-1.40864699579357,3
"205",-5.5051652016471,1.13112777022743,1
"206",4.54928786854632,-0.21808067759106,3
"207",-3.89079122748421,0.988966415698842,1
"208",-1.45990910212663,1.87280417995649,2
"209",-1.39561097112128,1.79530226119788,2
"210",0.472270056568399,3.93877394004194,2
"211",-0.509188795713631,-0.0452081081056193,1
"212",0.445709738117512,2.87626026105712,2
"213",-0.623179975411578,2.75908402991516,2
"214",-1.56307237134741,1.75891498481176,2
"215",4.67842434016739,2.19125445271548,3
"216",3.35447926462888,-6.50918106232192,3
"217",0.762510691307694,3.03129171341642,2
"218",5.07688956812878,-4.15578779444165,3
"219",0.840386376711015,4.06909948418872,2
"220",0.0371397440878927,2.65987650345833,2
"221",-4.92428382444797,-0.969387647235037,1
"222",-5.51373448806254,1.31984545762722,1
"223",3.24892652470196,0.966760073849869,3
"224",-0.777616886717271,-0.264408820336672,1
"225",-2.64784701211574,-0.0213151876056485,1
"226",-1.82382020149461,-1.83286307896932,2
"227",1.76861332211511,-1.04625044214235,3
"228",-0.350588540304091,2.18022102649165,2
"229",-1.0170677113462,-0.191331027097178,1
"230",-0.734698887135342,-0.0325247406579198,1
"231",-5.46722784364669,0.275401932344157,1
"232",-5.73088204155697,0.600104571255029,1
"233",3.37588606445624,4.28342878047013,3
"234",1.41023733542166,-0.552316737716795,3
"235",0.333957491560366,5.23729236224378,2
"236",3.54892901820216,-6.22443462644799,3
"237",-4.88022116245565,0.257278301766747,1
"238",0.62236065552104,0.0348568323003704,2
"239",0.438951832559325,3.36217153716387,2
"240",-3.18428466545658,-0.0919619032760705,1
"241",-1.36212768859253,0.10330894170169,1
"242",4.99364055690265,3.61703803924356,3
"243",4.1713354001231,3.69087975694362,3
"244",0.179807671600049,-1.33993809929141,3
"245",0.0147451907940179,4.13562670196108,2
