"","","","z"
"1",3.30986716339161,-1.00002670176361,3
"2",2.38350025520251,0.754863629528431,3
"3",0.348915450994596,4.14446996707846,2
"4",-3.44090548340297,0.162109509732753,1
"5",0.0201262281867991,2.53766661688875,2
"6",-2.28623866260375,-1.41326718054924,1
"7",-0.572830867860108,0.900844268888655,2
"8",-1.37183402309063,-0.430521738670798,2
"9",-4.17383055757735,0.021430197143096,1
"10",-0.553583292937771,2.83955883688611,2
"11",-4.95120153269381,1.93571980481325,1
"12",0.504153239205781,3.64036669595278,2
"13",-3.24999386744896,0.57837611783802,1
"14",7.77310714005129,-0.208818992915125,3
"15",-0.517592805134876,2.55844419609295,2
"16",0.448397656635626,3.34149984008297,2
"17",4.99868499765088,0.298191952548613,3
"18",-2.3929647308083,-0.380359351450242,1
"19",-2.7408853961258,0.0311728181395354,1
"20",1.17698155611299,0.25525020170125,3
"21",-0.61792753294904,3.40838744150692,2
"22",2.59073376453571,1.66979729508352,3
"23",3.27380959298556,3.98443606288847,3
"24",-0.635287360597283,1.89973214891361,2
"25",4.02028693119668,0.300512643017401,3
"26",5.25621459373912,1.91788448413395,3
"27",0.733880909989333,0.14537774171941,3
"28",3.30526995286411,-0.585538636247585,3
"29",-0.878153363466406,1.89343823411955,2
"30",2.9115144523241,1.60326212751425,3
"31",-0.319183176842515,2.92167231740823,2
"32",-0.103879138981116,2.40830972748166,2
"33",-2.21142906162838,-0.943895980989804,1
"34",2.51206765125823,-5.2438658373057,3
"35",2.88670603823346,-1.22729264143254,3
"36",-8.02497968252621,0.0972816501901432,1
"37",-0.926130311181665,4.03245579390299,2
"38",0.517895850648746,-1.06360169798685,1
"39",0.724120973173495,2.24717562671838,2
"40",3.58453365807466,-0.57356551307513,3
"41",2.95570645047561,-1.99047084582093,3
"42",-3.34565514936923,0.0203398951201548,1
"43",0.558526811216014,4.14157680117491,2
"44",0.657156535054939,5.02905028437442,2
"45",4.53847922241132,0.863366928841435,3
"46",4.0504698840398,-1.33834741708177,3
"47",-1.10958685119777,2.63872134374118,2
"48",-3.38022318705799,2.27506263679781,1
"49",5.22621446843688,0.269288589475101,3
"50",2.12145378940109,6.56343571572797,3
"51",-2.42239009015939,-0.263914501407727,1
"52",-2.62570508691894,-0.213370891558855,1
"53",1.18981957625843,7.98751403559947,3
"54",1.11255574986798,3.32629227621662,2
"55",-3.31279407998689,0.79789233468309,1
"56",-2.04118281834613,-0.744002463997027,1
"57",0.439389224646204,4.55049497814202,2
"58",-3.64028472957424,-0.199239292790614,1
"59",3.40723868271436,1.9851577029065,3
"60",3.86187962378914,-2.87861302975427,3
"61",1.05183811584374,5.98736530561021,2
"62",5.54549571857214,-0.227724264003237,3
"63",3.72275563943941,2.86891828452611,3
"64",4.33010716722903,2.73781213053344,3
"65",-0.0854995187672136,3.56082406011232,2
"66",0.15492804026097,3.62603633518233,2
"67",3.10975093971936,-0.426676132773527,3
"68",-3.9269229024008,0.257940862840152,1
"69",-2.692873064723,0.40090736079208,1
"70",-1.24028628774445,-0.243788223406693,2
"71",-4.07550498727218,0.11694658116175,1
"72",-2.69346439879524,-0.279639751454111,1
"73",3.8814203729055,-2.85941301358836,3
"74",2.41081295471056,-0.617176720459425,3
"75",0.462804084612683,-0.931133361298825,1
"76",3.22035470893683,-2.08117876609812,3
"77",-3.82662100824577,0.35298833460944,1
"78",-2.33487467134278,-0.54459693837362,1
"79",1.51517662520721,-6.13128113277316,3
"80",-4.76360172270171,-0.306485633708661,1
"81",-0.53460695785832,-1.63913581399958,2
"82",-2.96452739579047,0.0188701738249774,1
"83",-0.965327551385517,2.51537548133726,2
"84",3.43057430431473,-1.70852063672464,3
"85",3.43721417491607,0.818721312118031,3
"86",4.61507138149799,2.45504240724082,3
"87",-0.830398300571214,2.84449591923063,2
"88",-0.634331149274618,2.20967993929108,2
"89",-2.61388234932675,-0.158098106096499,1
"90",4.67703984141952,-2.52954106558675,3
"91",0.661188198682035,3.99328077912039,2
"92",-4.18271054184313,-0.00840242379759561,1
"93",-4.60792111133138,0.526574731941593,1
"94",1.5222140897264,4.39933107897532,2
"95",-1.34530365718565,0.100105597412436,1
"96",0.185424245259507,3.18338086394585,2
"97",-0.184035415176391,3.18635479114254,2
"98",2.66560638063149,0.978522576929036,3
"99",-3.08957180208777,-0.130532217608892,1
"100",-4.04490936433991,-0.417171035343376,1
"101",0.686902872653782,-1.12658386111695,3
"102",3.89234236154037,-3.41920007742807,3
"103",-1.38830330076612,0.0893744216965987,1
"104",5.13416862217917,-0.807194781114357,3
"105",0.224838425082375,3.27062808232737,2
"106",-4.40818732589649,2.31986330579416,1
"107",2.95571172156609,4.79871964304323,3
"108",-0.0564598874033464,2.79889832857068,2
"109",1.2430937221152,2.74178636761856,2
"110",0.3659615870176,-0.563362442743753,1
"111",2.05233266991019,-12.2638378842837,3
"112",0.325102985160318,2.8928696036769,2
"113",-0.80852891032376,2.02910371055132,2
"114",-2.1060514546659,-0.764674402143989,1
"115",1.36848776404081,3.98806470391487,2
"116",0.50334632321821,3.52823102327893,2
"117",2.10652903101797,-0.146606320607409,3
"118",0.0939327457234558,3.44651515461502,2
"119",3.22706170922632,-0.288545222564199,3
"120",-2.43236219398173,-0.156354476597238,1
"121",2.6351786806027,0.479488791414588,3
"122",3.30235753123921,-1.11278641227251,3
"123",3.65955680045925,-2.04891595343268,3
"124",0.705668443588407,4.6938029768617,2
"125",-2.1406412877685,-0.360073545519399,1
"126",-2.45400868379877,0.56671105696821,1
"127",0.414718797484038,5.61266212399522,2
"128",3.94320434046543,-0.103343215810994,3
"129",2.00477331939653,2.70772799858603,3
"130",4.16714439788833,-0.252208033687824,3
"131",0.353656309850079,3.16433165423919,2
"132",-1.55138151221209,-0.215093325342056,1
"133",-0.967292564049376,-3.38731139975764,2
"134",-4.55549893263006,2.59135716854544,1
"135",-3.2258991644463,-0.27960316365686,1
"136",-2.35062453053921,0.621708992624256,1
"137",3.32644634222312,-0.261429657630474,3
"138",0.290208525424416,12.8227247274603,3
"139",-3.10631832717226,0.195826133973604,1
"140",0.245723669201224,3.0544684764802,2
"141",2.70470093713188,-0.682394508728755,3
"142",1.83138256861687,-3.23685873930766,3
"143",4.92664275860683,3.28681975966572,3
"144",0.805809735723199,0.179119867232969,1
"145",4.21479027035026,0.441336779986314,3
"146",-0.773311716240091,1.46025143662156,2
"147",-5.02937540412129,-0.439316063167031,1
"148",4.48938265101728,0.672617146751795,3
"149",2.01483320067737,0.0834796850807122,3
"150",2.88926687848753,1.95576485311166,3
"151",-1.52075081427617,0.451064854365083,2
"152",-4.19142223467953,0.340794688463584,1
"153",2.73877947064198,0.860943929436987,3
"154",-4.2479217115624,0.0265545503957452,1
"155",4.81388588888802,-0.915217508763997,3
"156",0.160270135657172,2.4033111220836,2
"157",-3.43648444317772,-0.164114177505814,1
"158",0.497501169023687,2.69901078661278,2
"159",-5.16947227065691,0.974694911544416,1
"160",-0.677024657806329,0.854212056025232,2
"161",3.34317796753014,0.0513086228955986,3
"162",3.0953545702132,1.7514649887835,3
"163",3.62260866885261,0.738949283247442,3
