"","","","z"
"1",2.72188427110824,-2.32921522984647,3
"2",0.0222736974017916,3.58281722457048,2
"3",1.23730105404824,1.41538836446007,2
"4",1.63634650541366,-2.11691658405958,3
"5",-1.49039572138634,-0.360705617708942,1
"6",0.482839670760553,2.58387585768733,2
"7",0.573646694110285,3.11848645088472,2
"8",-0.0754398500570787,2.50915672335825,2
"9",6.55811155134808,-1.03717111196546,3
"10",3.28757475596896,3.50156406910105,3
"11",-4.55241126970701,-0.18180862663917,1
"12",-1.72993253708685,-0.230137684973249,1
"13",3.13432178071698,-2.29833862989156,3
"14",5.02841147664974,-3.79578932009482,3
"15",3.49935451616692,-0.0302090694977375,3
"16",4.22227303309443,0.655547277389543,3
"17",3.34449605331217,0.166022566640056,3
"18",-0.904986537376272,1.58032399508523,2
"19",4.77667475853239,0.0863368273936389,3
"20",-8.42276447580022,0.134622695464119,1
"21",0.825024026295519,-0.549463703615078,3
"22",2.89603879563622,-3.21012149519659,3
"23",-0.511106976080895,2.99998922991673,2
"24",3.77188786099899,-0.0193340521385005,3
"25",-0.472628739450506,2.89729283823455,2
"26",-1.61947504526595,-0.861831554153963,1
"27",0.701683833605232,-0.43159232280373,1
"28",-2.60926643062798,-0.183493911954406,1
"29",-1.30418373133868,-0.571604811659894,1
"30",3.28592819176365,2.11924820514867,3
"31",-1.39884666318086,0.0921730788034204,1
"32",3.1809463858716,-2.14675242940945,3
"33",1.17818782019134,-4.21460123145926,3
"34",1.78139114673238,2.32023736864842,3
"35",-2.62620101077324,0.503216243866735,1
"36",1.70365466749782,2.3260887612351,3
"37",-2.87660878491868,-0.100776387484147,1
"38",3.55476393694802,-0.0230344341485258,3
"39",3.06061825875938,0.77488214500211,3
"40",1.26349938979629,-3.61987613159377,3
"41",2.45155042811789,-2.76593551009355,3
"42",1.89444101986243,0.0409919810621719,3
"43",1.45772025997751,1.28404205854617,3
"44",2.75539705892894,-2.06855935163295,3
"45",0.817217167485842,5.3767409398771,2
"46",0.980133936553494,-2.99275180258553,3
"47",-4.03088355198281,-0.0465139980015943,1
"48",-5.4593718177129,-0.109722738890145,1
"49",3.5207924407516,0.171761935567295,3
"50",1.01212114699566,4.62158792451301,2
"51",-0.663396214349571,6.86451509539941,2
"52",-3.67481433858052,1.21885465273563,1
"53",-0.612511151269788,3.27027547240223,2
"54",1.87229447435468,-4.92071683000578,3
"55",0.569808405570705,3.36057771489629,2
"56",3.61703798414833,1.29292938861461,3
"57",0.354724883431857,2.43011316797174,2
"58",-3.66910686302392,0.104104345178977,1
"59",-0.484969637367356,-0.923178451091811,1
"60",1.57664296317466,4.7140004117683,3
"61",2.44421433377926,-4.23715810498797,3
"62",2.59408499221553,0.118393262663142,3
"63",-0.672500051994118,3.44634092072654,2
"64",0.0610488745717626,3.92048975066784,2
"65",1.34532939387179,6.48881645840671,2
"66",-0.87625788530873,-0.831707099514591,1
"67",-2.49415776421873,-0.0475127115571281,1
"68",-0.371870563881512,3.32386204577173,2
"69",-0.296621727138845,2.61873084942148,2
"70",-1.62688631204446,-1.16821036696396,1
"71",2.26300326123499,-3.27231070063788,3
"72",-0.980496669106784,-0.776563147584993,1
"73",-2.33477844568608,-1.28399989505459,1
"74",-2.09707065664542,-0.0947189817851909,1
"75",-0.0291723729105573,5.16264753573868,2
"76",-3.61921104646314,0.0418159939661809,1
"77",-0.593317935459105,-1.66008956764067,1
"78",-6.88930665602164,0.263376116943108,1
"79",-5.92327283070407,0.742856949435504,1
"80",0.876101013739698,-1.02318256875638,3
"81",5.08550313833533,-0.628223546451039,3
"82",-3.80967232312976,-0.382902879042578,1
"83",-0.539868192704189,1.34269579651012,2
"84",1.3032546661792,-3.8713590657759,3
"85",-0.565170728017944,3.72791102129795,2
"86",-0.0426216877943307,2.83146210223803,2
"87",-2.00328547238125,0.390296583467086,1
"88",-0.0305134374892519,3.01298359678478,2
"89",3.64092972968011,0.524726656035351,3
"90",-0.110790160644861,3.00511694089509,2
"91",-1.96491891658516,1.06431182010409,1
"92",-1.52843334958416,0.184228469186945,1
"93",-1.26266177743464,-0.532162261407323,1
"94",-0.947792008762011,1.57441719645242,2
"95",0.34908013014279,4.60327999631115,2
"96",-1.00049206176915,1.60343943204758,2
"97",-5.21777871011418,-0.251036253693206,1
"98",0.680123951343997,2.10745624029099,2
"99",5.55954859254262,-0.952508410537261,3
"100",0.310931768853201,2.83527507637695,2
"101",0.186194986398644,2.91629038026707,2
"102",-1.43873048224415,-0.624344745943494,1
"103",-0.700048742397042,-7.24844352512453,2
"104",1.27957515853254,-4.49495210200372,3
"105",2.67581048965731,-0.375096710258544,3
"106",2.72738425585573,-3.36935331365201,3
"107",-0.19248781647056,3.63670358737975,2
"108",-4.51007649027494,1.86483649081713,1
"109",-3.17957973137738,-0.683811226778549,1
"110",2.18280366810819,-0.685326370408387,3
"111",5.84743677591192,-0.306525625669768,3
"112",-0.37411032508467,2.8280568238977,2
"113",2.37205048084469,-4.336786367772,3
"114",4.99150785934489,1.06441498309232,3
"115",-0.333960922590782,1.74640371454514,2
"116",3.70239505383572,-10.3671404207096,3
"117",3.06327381864208,-0.13655962584079,3
"118",2.44375161227073,3.87670009563289,3
"119",0.104039890769873,3.62599127878658,2
"120",0.160073386981337,2.95348247982813,2
"121",1.28911158669647,-1.03887574625395,1
"122",-0.793759450375491,2.19755437530706,2
"123",0.690135487812364,4.08479940943042,2
"124",1.54167909460449,-1.00317626985166,3
"125",0.738215458496781,-1.40945458179585,1
"126",-1.91963585938813,-0.272813730454858,1
"127",4.76222453506246,2.36761277425579,3
"128",0.500554515277968,4.12314642202185,2
"129",3.00562544295089,-7.49698339230368,3
"130",4.18488774877424,-0.871024804952974,3
"131",-0.740947168626611,2.62238211469653,2
"132",-0.1796492083814,2.79616417176456,2
"133",-3.21389453157534,-0.897495034646989,1
"134",-3.84982048856916,0.0495116172119248,1
"135",1.06962961331799,3.12477658986169,2
"136",5.15583713018916,2.10129192035293,3
"137",2.83818089574268,-1.88461890133219,3
"138",2.61160358088774,0.73071943587138,3
"139",3.50759548788373,-1.1239627610588,3
"140",1.44230992081824,-2.43608057209467,3
"141",1.6807081644183,-7.42727664832694,3
"142",-0.532581928404863,2.98585389193827,2
"143",0.142179184554251,3.07953910592302,2
"144",-2.4926869054004,-0.335056217196348,1
"145",0.152971764053814,3.91136639821126,2
"146",-0.667072076513418,3.13160826140334,2
"147",2.52923446870521,0.552886767479861,3
"148",0.116623056321261,1.41499143826578,2
"149",4.49976920331131,-1.52623297174508,3
"150",-1.53323878864774,-0.747453066031019,1
"151",-1.8100820119584,-1.27727091100069,2
"152",1.99047149478341,-1.07164939677611,3
"153",-4.7141023473516,-0.0159128173909462,1
"154",-0.496302506312639,2.09316874726503,2
"155",-1.80594335414715,0.0759483764576722,1
"156",-2.53396183208304,-0.0192425166633502,1
"157",0.568385129870875,3.7466265614591,2
"158",-0.381199350384843,3.27639398988425,2
"159",-5.62503416407484,0.379165487103966,1
"160",0.205418677389429,4.06642544161083,2
"161",-2.27723956492157,-0.337330454544929,1
"162",0.814866829511745,2.25587139973679,2
"163",0.503989160279769,-3.87002050640172,3
"164",1.80141068511422,3.27551380836221,3
"165",3.66644125767789,-1.13458629094624,3
"166",-0.784474354134343,0.887655105311802,3
"167",-1.10598006618993,-2.75400201909658,1
"168",0.282762175807459,4.00098783528501,2
"169",-1.71874430513957,0.0478798393425207,1
"170",-0.348579162808121,2.73078026665606,2
"171",0.556569552320807,2.79414812798375,2
"172",-0.910895671710963,1.45896973784566,2
"173",-4.66323641388924,1.31851998756275,1
"174",-0.190960096773102,1.20885202689426,2
"175",4.21707270987792,0.520153455192347,3
"176",2.37920024679458,-0.324872111943991,3
"177",3.18675618426811,0.81258781591036,3
"178",-0.259342375654841,2.81956078005983,2
"179",0.806441335660991,4.05581078923176,2
"180",-0.337492032051351,2.77304696039148,2
"181",-0.455367527176473,2.62788857214155,2
"182",-2.94617522541274,-0.184184226433909,1
"183",1.03057497430209,1.19972753845291,3
"184",-1.79392340034611,1.66287003156037,2
"185",-1.60126117720626,0.199777272799404,1
"186",0.388868253284689,3.92939907113269,2
"187",-3.08818536720537,-0.126505415749313,1
"188",3.82301958891973,-0.832946159297201,3
"189",-0.559346076882586,-0.112816982375881,2
"190",-0.343918992727012,-0.564797054957199,1
"191",0.137008207768967,3.7999393414374,2
"192",4.19380532108516,-4.20256443682732,3
"193",-0.113190093976228,4.19412439840692,2
"194",-3.53528042682935,0.0321285707027756,1
"195",-2.32516846048841,0.0538274500415423,1
"196",-3.99625153637102,0.134787471511356,1
"197",-1.14307137780209,3.7025687193099,2
"198",-0.0794460276021301,2.8448959280727,2
"199",-0.254955415007143,2.67647493001461,2
"200",-3.52874230651054,-0.0152072136599913,1
"201",-0.677499517102055,3.67565890095336,2
"202",2.72963804809739,3.18202971106036,3
"203",-0.281680860359325,3.24889019123258,2
"204",-0.30829930667783,2.02188607380899,2
"205",2.24245618013,0.443994573737847,3
"206",-0.297506674793207,0.29617923733364,2
"207",1.91584820706761,-0.220052954555073,1
"208",0.872604478031261,3.06974045427154,2
"209",-0.307387824957371,3.31441438407468,2
"210",2.91812511688036,5.43774316814039,3
"211",2.86064474754334,-1.92765434539998,3
"212",-6.32802747067241,0.992391166420024,1
"213",-0.467116379935209,3.41633383787547,2
"214",1.78610651477051,-0.447703207400846,3
"215",-1.80364714931089,0.00262569543003958,1
"216",-0.633042061482981,-0.623637312839033,1
"217",-0.8752972917533,1.56899010824733,2
"218",-0.650726883317221,-0.0518802480055668,3
"219",-0.143584841563592,-0.556244452396697,2
"220",1.11017808539426,4.7599024023768,2
"221",-0.714821486158719,2.2079369453098,2
"222",-4.03533078673416,-0.0393878953672759,1
"223",4.74103981980001,-2.85296190673189,3
"224",-0.834895510520426,2.50767183995648,2
"225",-0.745743030744376,1.59383595641524,3
"226",-0.833455002518828,1.17115416686115,2
"227",0.564784849725135,-0.039494362404945,3
"228",4.46432948397999,0.271992256296699,3
"229",-2.57501698365786,-0.283810067664675,1
"230",-0.60247447987255,2.02338363705399,2
"231",0.857013117526374,3.95835595371714,2
"232",4.54149955697289,-2.47344681833134,3
"233",-2.85954355482871,0.441058493899303,1
"234",-0.77040821185585,2.8980647782553,2
"235",3.15822331596077,-0.593090032993196,3
"236",-2.84560858295768,0.0182533183704419,1
"237",-0.135936331412759,4.8931229842365,2
"238",-5.95972408469692,2.2672303387298,1
"239",1.77096820499407,-0.0682476159506327,3
"240",-2.93518284033708,1.41900468852188,1
"241",-0.181259994083554,2.85405558111177,2
"242",1.07602069391009,4.44040054579826,2
"243",-0.94038459417209,3.69934268003438,2
"244",-1.90584136055985,-0.0611749948258558,1
"245",3.61475768428437,-0.262017500104873,3
"246",0.717584258320977,2.55776607319383,3
"247",-3.50343491382252,0.106888456502805,1
"248",4.08675944905291,2.16194570805783,3
"249",-2.57002144629793,-0.876038299180641,1
"250",-2.80230370457828,-0.266462808513877,1
"251",0.0606728775003035,3.76657499045398,2
"252",3.39297867866678,1.07789162336642,3
"253",0.146775837996675,2.21208406517147,2
"254",0.352719628210405,3.15700412137365,2
"255",0.282165327794496,3.69447637524511,2
"256",-0.418738963033339,3.41616199921014,2
"257",-0.323928953503709,3.38601519533919,2
"258",1.15210572358902,7.82747653646324,2
"259",-1.93976120060866,-0.948327349019787,1
"260",0.199896250166235,-0.0550204713585621,1
"261",2.38305840042362,0.00660313903538656,3
"262",-1.69309610778311,0.0525607822835897,1
"263",3.59817652394657,-0.911509444213794,3
"264",3.05565815673814,0.311032134848803,3
"265",2.73999848167538,-3.95508759333909,3
"266",-1.65421709657448,-0.794629798921067,1
"267",4.73708995622878,0.39160957382993,3
"268",0.414720576649788,3.62524686531505,2
"269",-0.916247205174975,-0.206997220280452,1
"270",4.83952962345931,0.373012303574092,3
"271",4.26220884898893,-1.72036257326229,3
"272",1.67637442571802,0.482384676893432,3
"273",-4.28191921441987,-0.753076392813321,1
"274",3.11883076842153,0.220751411129627,3
"275",-2.35601459956514,0.190394125466611,1
"276",0.798567076961095,4.2489923578366,2
"277",3.05040792779187,0.473287699916499,3
