"","x"
"1",9
"2",8
"3",7
"4",9
"5",10
"6",4
"7",4
"8",6
"9",4
"10",5
"11",13
"12",2
"13",4
"14",9
"15",5
"16",8
"17",7
"18",10
"19",1
"20",5
"21",9
"22",15
"23",7
"24",10
"25",8
"26",6
"27",5
"28",9
"29",11
"30",15
"31",13
"32",7
"33",14
"34",3
"35",9
"36",14
"37",2
"38",13
"39",10
"40",8
"41",2
"42",4
"43",7
"44",2
"45",8
"46",7
"47",8
"48",15
"49",4
"50",3
"51",9
"52",11
"53",5
"54",10
"55",4
"56",4
"57",12
"58",5
"59",4
"60",1
"61",2
"62",2
"63",9
"64",5
"65",12
"66",9
"67",13
"68",2
"69",1
"70",10
"71",5
"72",15
"73",4
"74",10
"75",2
"76",5
"77",4
"78",7
"79",15
"80",1
"81",9
"82",3
"83",13
"84",10
"85",4
"86",9
"87",7
"88",4
"89",8
"90",5
"91",14
"92",4
"93",11
"94",1
"95",5
"96",2
"97",4
"98",10
"99",2
"100",4
"101",10
"102",14
"103",7
"104",7
"105",10
"106",9
"107",4
"108",8
"109",4
"110",9
"111",2
"112",3
"113",9
"114",9
"115",11
"116",4
"117",7
"118",15
"119",1
"120",8
"121",5
"122",9
"123",10
"124",4
"125",4
"126",5
"127",10
"128",15
"129",11
"130",8
"131",4
"132",7
"133",8
"134",4
"135",10
"136",7
"137",13
"138",4
"139",4
"140",1
"141",1
"142",10
"143",11
"144",5
"145",7
"146",3
"147",1
"148",10
"149",7
"150",10
"151",5
"152",8
"153",4
"154",5
"155",8
"156",13
"157",13
"158",4
"159",9
"160",3
"161",3
"162",4
"163",4
"164",11
"165",9
"166",1
"167",10
"168",7
"169",15
"170",5
"171",1
"172",10
"173",2
"174",2
"175",15
"176",4
"177",8
"178",13
"179",10
"180",10
"181",15
"182",9
"183",1
"184",9
"185",14
"186",10
"187",8
"188",9
"189",10
"190",9
"191",7
"192",15
"193",11
"194",6
"195",8
"196",9
"197",9
"198",8
"199",15
"200",9
"201",13
"202",7
"203",5
"204",8
"205",5
"206",1
"207",12
"208",1
"209",15
"210",4
"211",3
"212",14
"213",13
"214",10
"215",9
"216",14
"217",10
"218",9
"219",8
"220",15
"221",9
"222",3
"223",9
"224",15
"225",5
"226",4
"227",10
"228",7
"229",5
"230",15
"231",6
"232",15
"233",9
"234",7
"235",9
"236",8
"237",4
"238",10
"239",8
"240",4
"241",3
"242",4
"243",4
"244",4
"245",10
"246",12
"247",4
"248",13
"249",5
"250",15
"251",3
"252",10
"253",10
"254",15
"255",1
"256",4
"257",10
"258",8
"259",8
"260",7
"261",13
"262",3
"263",4
"264",8
"265",7
"266",7
"267",15
"268",8
"269",10
"270",13
"271",2
"272",9
"273",5
"274",3
"275",1
"276",5
"277",12
"278",5
"279",10
"280",5
"281",13
"282",4
"283",10
"284",7
"285",9
"286",5
"287",5
"288",7
"289",8
"290",12
"291",5
"292",10
"293",4
"294",13
"295",1
"296",12
"297",9
"298",13
"299",6
"300",8
"301",4
"302",10
"303",8
"304",11
"305",4
"306",1
"307",15
"308",10
"309",9
"310",4
"311",9
"312",7
"313",15
"314",8
"315",2
"316",7
"317",9
"318",5
"319",15
"320",8
"321",7
"322",7
"323",15
"324",5
"325",5
"326",14
"327",12
"328",13
"329",10
"330",14
"331",7
"332",4
"333",7
"334",8
"335",1
"336",9
"337",4
"338",15
"339",3
"340",5
"341",4
"342",9
"343",1
"344",8
"345",4
"346",14
"347",14
"348",9
"349",5
"350",1
"351",1
"352",1
"353",12
"354",4
"355",1
"356",4
"357",10
"358",8
"359",10
"360",5
"361",4
"362",10
"363",10
"364",9
"365",5
"366",7
"367",9
"368",8
"369",6
"370",3
"371",4
"372",4
"373",4
"374",9
"375",15
"376",4
"377",1
"378",9
"379",15
"380",8
"381",10
"382",3
"383",5
"384",3
"385",1
"386",6
"387",15
"388",3
"389",12
"390",10
"391",9
"392",10
"393",3
"394",8
"395",10
"396",10
"397",7
"398",5
"399",10
"400",2
"401",9
"402",10
"403",8
"404",2
"405",15
"406",13
"407",4
"408",7
"409",1
"410",6
"411",13
"412",4
"413",15
"414",1
"415",15
"416",7
"417",7
"418",5
"419",15
"420",10
"421",4
"422",4
"423",10
"424",9
"425",8
"426",4
"427",5
"428",7
"429",8
"430",2
"431",4
"432",7
"433",1
"434",4
"435",12
"436",4
"437",15
"438",12
"439",9
"440",9
"441",1
"442",4
"443",14
"444",8
"445",4
"446",1
"447",11
"448",5
"449",4
"450",4
"451",8
"452",10
"453",5
"454",8
"455",10
"456",10
"457",10
"458",15
"459",3
"460",9
"461",7
"462",9
"463",7
"464",5
"465",8
"466",3
"467",8
"468",12
"469",14
"470",10
"471",8
"472",4
"473",3
"474",8
"475",3
"476",10
"477",5
"478",2
"479",3
"480",5
"481",10
"482",12
"483",10
"484",5
"485",14
"486",9
"487",5
"488",5
"489",3
"490",7
"491",9
"492",11
"493",1
"494",3
"495",10
"496",7
"497",4
"498",4
"499",3
"500",7
"501",4
"502",4
"503",15
"504",5
"505",7
"506",2
"507",5
"508",5
"509",1
"510",6
"511",4
"512",3
"513",1
"514",13
"515",4
"516",10
"517",4
"518",3
"519",8
"520",15
"521",7
"522",8
"523",7
"524",15
"525",7
"526",5
"527",4
"528",5
"529",8
"530",15
"531",10
"532",9
"533",10
"534",8
"535",10
"536",10
"537",4
"538",9
"539",4
"540",3
"541",10
"542",10
"543",15
"544",5
"545",15
"546",5
"547",8
"548",8
"549",4
"550",2
"551",10
"552",4
"553",13
"554",11
"555",8
"556",13
"557",1
"558",8
"559",15
"560",4
"561",15
"562",4
"563",1
"564",14
"565",3
"566",11
"567",8
"568",4
"569",8
"570",1
"571",4
"572",10
"573",10
"574",13
"575",15
"576",6
"577",5
"578",7
"579",2
"580",5
"581",14
"582",10
"583",8
"584",4
"585",7
"586",5
"587",8
"588",3
"589",4
"590",4
"591",10
"592",5
"593",4
"594",5
"595",12
"596",15
"597",8
"598",12
"599",13
"600",13
"601",5
"602",4
"603",15
"604",4
"605",15
"606",4
"607",8
"608",3
"609",8
"610",15
"611",11
"612",2
"613",1
"614",8
"615",15
"616",14
"617",5
"618",4
"619",10
"620",9
"621",10
"622",10
"623",4
"624",4
"625",8
"626",5
"627",5
"628",9
"629",4
"630",12
"631",5
"632",4
"633",10
"634",10
"635",10
"636",8
"637",5
"638",5
"639",10
"640",10
"641",4
"642",4
"643",14
"644",5
"645",8
"646",15
"647",12
"648",5
"649",11
"650",4
"651",4
"652",9
"653",8
"654",15
"655",14
"656",9
"657",14
"658",15
"659",3
"660",14
"661",11
"662",4
"663",5
"664",5
"665",15
"666",3
"667",5
"668",5
"669",4
"670",4
"671",4
"672",4
"673",9
"674",5
"675",4
"676",8
"677",14
"678",2
"679",3
"680",4
"681",5
"682",4
"683",10
"684",2
"685",7
"686",8
"687",5
"688",15
"689",4
"690",4
"691",5
"692",9
"693",11
"694",10
"695",4
"696",9
"697",4
"698",11
"699",11
"700",8
"701",4
"702",4
"703",8
"704",5
"705",15
"706",15
"707",15
"708",8
"709",9
"710",2
"711",10
"712",3
"713",7
"714",15
"715",4
"716",4
"717",15
"718",15
"719",10
"720",3
"721",3
"722",14
"723",8
"724",2
"725",13
"726",10
"727",10
"728",4
"729",10
"730",8
"731",2
"732",9
"733",11
"734",8
"735",3
"736",5
"737",14
"738",10
"739",8
"740",8
"741",7
"742",11
"743",15
"744",4
"745",15
"746",5
"747",5
"748",4
"749",4
"750",5
"751",8
"752",4
"753",1
"754",10
"755",5
"756",5
"757",8
"758",4
"759",5
"760",10
"761",4
"762",5
"763",8
"764",14
"765",14
"766",8
"767",1
"768",11
"769",7
"770",8
"771",7
"772",15
"773",4
"774",10
"775",3
"776",1
"777",4
"778",4
"779",15
"780",8
"781",12
"782",3
"783",15
"784",9
"785",8
"786",3
"787",5
"788",4
"789",12
"790",5
"791",14
"792",4
"793",15
"794",2
"795",8
"796",3
"797",5
"798",6
"799",9
"800",8
"801",10
"802",10
"803",8
"804",8
"805",12
"806",3
"807",9
"808",5
"809",4
"810",8
"811",15
"812",4
"813",7
"814",7
"815",5
"816",5
"817",3
"818",8
"819",14
"820",10
"821",7
"822",8
"823",10
"824",5
"825",5
"826",6
"827",13
"828",1
"829",4
"830",13
"831",14
"832",6
"833",3
"834",9
"835",12
"836",4
"837",1
"838",7
"839",9
"840",5
"841",15
"842",13
"843",2
"844",9
"845",4
"846",11
"847",10
"848",14
"849",5
"850",2
"851",3
"852",15
"853",5
"854",2
"855",11
"856",14
"857",4
"858",5
"859",4
"860",4
