"","x"
"1",13
"2",6
"3",1
"4",9
"5",5
"6",12
"7",15
"8",7
"9",12
"10",2
"11",13
"12",3
"13",2
"14",2
"15",14
"16",14
"17",16
"18",2
"19",2
"20",5
"21",6
"22",13
"23",6
"24",10
"25",9
"26",10
"27",17
"28",9
"29",13
"30",13
"31",16
"32",11
"33",7
"34",13
"35",7
"36",12
"37",16
"38",14
"39",3
"40",14
"41",10
"42",6
"43",13
"44",11
"45",11
"46",1
"47",8
"48",6
"49",12
"50",1
"51",16
"52",11
"53",1
"54",2
"55",3
"56",2
"57",16
"58",2
"59",10
"60",3
"61",11
"62",16
"63",12
"64",16
"65",7
"66",9
"67",8
"68",9
"69",10
"70",7
"71",13
"72",10
"73",10
"74",2
"75",12
"76",16
"77",4
"78",6
"79",1
"80",9
"81",16
"82",2
"83",7
"84",4
"85",13
"86",15
"87",12
"88",1
"89",3
"90",1
"91",10
"92",14
"93",10
"94",3
"95",4
"96",6
"97",1
"98",16
"99",1
"100",2
"101",3
"102",10
"103",15
"104",2
"105",17
"106",13
"107",7
"108",1
"109",3
"110",1
"111",12
"112",1
"113",1
"114",1
"115",6
"116",12
"117",16
"118",2
"119",13
"120",13
"121",7
"122",9
"123",11
"124",9
"125",1
"126",16
"127",3
"128",16
"129",5
"130",13
"131",14
"132",6
"133",1
"134",9
"135",16
"136",11
"137",3
"138",9
"139",8
"140",11
"141",6
"142",12
"143",5
"144",4
"145",15
"146",10
"147",15
"148",13
"149",2
"150",16
"151",2
"152",16
"153",13
"154",12
"155",12
"156",16
"157",13
"158",13
"159",10
"160",8
"161",16
"162",14
"163",17
"164",16
"165",3
"166",1
"167",4
"168",16
"169",14
"170",14
"171",1
"172",14
"173",16
"174",6
"175",17
"176",11
"177",9
"178",1
"179",3
"180",15
"181",3
"182",16
"183",9
"184",6
"185",8
"186",16
"187",6
"188",12
"189",1
"190",10
"191",6
"192",2
"193",10
"194",13
"195",8
"196",2
"197",7
"198",15
"199",13
"200",6
"201",11
"202",15
"203",6
"204",15
"205",12
"206",12
"207",16
"208",2
"209",2
"210",2
"211",4
"212",12
"213",8
"214",9
"215",2
"216",14
"217",16
"218",12
"219",5
"220",9
"221",11
"222",5
"223",17
"224",6
"225",1
"226",1
"227",16
"228",17
"229",3
"230",12
"231",9
"232",16
"233",10
"234",14
"235",14
"236",4
"237",1
"238",5
"239",3
"240",2
"241",1
"242",15
"243",2
"244",12
"245",16
"246",4
"247",16
"248",7
"249",9
"250",17
"251",1
"252",5
"253",15
"254",10
"255",16
"256",17
"257",1
"258",2
"259",17
"260",1
"261",16
"262",15
"263",8
"264",13
"265",1
"266",16
"267",11
"268",9
"269",15
"270",9
"271",14
"272",14
"273",12
"274",7
"275",2
"276",9
"277",1
"278",17
"279",15
"280",1
"281",9
"282",5
"283",14
"284",10
"285",7
"286",6
"287",7
"288",8
"289",8
"290",7
"291",1
"292",3
"293",5
"294",3
"295",5
"296",1
"297",3
"298",8
"299",1
"300",17
"301",9
"302",7
"303",4
"304",14
"305",5
"306",2
"307",1
"308",11
"309",3
"310",5
"311",2
"312",8
"313",2
"314",4
"315",1
"316",5
"317",1
"318",16
"319",14
"320",9
"321",16
"322",17
"323",1
"324",1
"325",17
"326",13
"327",1
"328",9
"329",8
"330",13
"331",13
"332",12
"333",1
"334",16
"335",2
"336",16
"337",1
"338",4
"339",17
"340",9
"341",2
"342",5
"343",11
"344",17
"345",13
"346",9
"347",1
"348",14
"349",3
"350",17
"351",14
"352",11
"353",9
"354",6
"355",17
"356",1
"357",17
"358",2
"359",16
"360",11
"361",5
"362",16
"363",1
"364",13
"365",13
"366",13
"367",12
"368",11
"369",1
"370",4
"371",1
"372",12
"373",2
"374",9
"375",5
"376",2
"377",2
"378",7
"379",2
"380",1
"381",14
"382",9
"383",13
"384",16
"385",1
"386",7
"387",9
"388",2
"389",13
"390",16
"391",16
"392",11
"393",1
"394",2
"395",14
"396",6
"397",11
"398",13
"399",17
"400",14
"401",14
"402",9
"403",13
"404",1
"405",1
"406",2
"407",3
"408",11
"409",17
"410",2
"411",14
"412",11
"413",9
"414",11
"415",9
"416",11
"417",3
"418",11
"419",1
"420",13
"421",9
"422",11
"423",17
"424",11
"425",2
"426",14
"427",11
"428",15
"429",9
"430",2
"431",13
"432",5
"433",16
"434",1
"435",8
"436",1
"437",9
"438",16
"439",2
"440",5
"441",16
"442",17
"443",11
"444",17
"445",16
"446",2
"447",9
"448",7
"449",1
"450",14
"451",17
"452",2
"453",14
"454",2
"455",14
"456",1
"457",14
"458",3
"459",16
"460",11
"461",5
"462",11
"463",1
"464",11
"465",2
"466",1
"467",6
"468",11
"469",9
"470",11
"471",17
"472",1
"473",13
"474",16
"475",2
"476",7
"477",1
"478",11
"479",2
"480",11
"481",16
"482",2
"483",13
"484",1
"485",1
"486",17
"487",4
"488",1
"489",9
"490",11
"491",7
"492",5
"493",10
"494",2
"495",14
"496",1
"497",1
"498",2
"499",2
"500",9
"501",2
"502",14
"503",5
"504",2
"505",14
"506",3
"507",13
"508",16
"509",7
"510",5
"511",14
"512",16
"513",2
"514",9
"515",5
"516",14
