"","x"
"1",8
"2",7
"3",1
"4",1
"5",6
"6",3
"7",9
"8",5
"9",3
"10",5
"11",8
"12",3
"13",4
"14",4
"15",8
"16",8
"17",9
"18",9
"19",1
"20",6
"21",7
"22",2
"23",7
"24",3
"25",1
"26",3
"27",2
"28",1
"29",8
"30",2
"31",9
"32",4
"33",5
"34",7
"35",5
"36",8
"37",4
"38",8
"39",3
"40",8
"41",3
"42",7
"43",7
"44",4
"45",4
"46",6
"47",9
"48",7
"49",8
"50",1
"51",7
"52",4
"53",4
"54",4
"55",3
"56",4
"57",9
"58",4
"59",7
"60",3
"61",4
"62",9
"63",8
"64",9
"65",5
"66",1
"67",9
"68",1
"69",7
"70",5
"71",8
"72",3
"73",3
"74",4
"75",8
"76",9
"77",1
"78",7
"79",4
"80",1
"81",9
"82",9
"83",5
"84",1
"85",7
"86",9
"87",3
"88",2
"89",3
"90",4
"91",7
"92",8
"93",7
"94",3
"95",1
"96",8
"97",1
"98",9
"99",4
"100",9
"101",3
"102",7
"103",9
"104",4
"105",2
"106",8
"107",5
"108",4
"109",3
"110",4
"111",8
"112",4
"113",1
"114",6
"115",7
"116",8
"117",9
"118",9
"119",7
"120",2
"121",5
"122",1
"123",4
"124",9
"125",1
"126",8
"127",3
"128",9
"129",6
"130",2
"131",8
"132",7
"133",4
"134",1
"135",9
"136",4
"137",3
"138",1
"139",9
"140",4
"141",7
"142",8
"143",6
"144",1
"145",9
"146",7
"147",9
"148",8
"149",4
"150",9
"151",1
"152",9
"153",7
"154",8
"155",8
"156",8
"157",8
"158",2
"159",7
"160",9
"161",9
"162",8
"163",2
"164",7
"165",3
"166",4
"167",1
"168",9
"169",8
"170",4
"171",1
"172",4
"173",9
"174",7
"175",2
"176",4
"177",1
"178",6
"179",3
"180",9
"181",3
"182",9
"183",1
"184",7
"185",9
"186",9
"187",7
"188",8
"189",4
"190",7
"191",7
"192",5
"193",3
"194",2
"195",5
"196",5
"197",5
"198",9
"199",2
"200",7
"201",4
"202",9
"203",7
"204",9
"205",8
"206",8
"207",9
"208",4
"209",5
"210",9
"211",1
"212",3
"213",9
"214",1
"215",5
"216",8
"217",9
"218",8
"219",6
"220",1
"221",4
"222",6
"223",2
"224",7
"225",4
"226",1
"227",8
"228",2
"229",3
"230",8
"231",2
"232",8
"233",7
"234",8
"235",8
"236",1
"237",1
"238",6
"239",3
"240",5
"241",4
"242",7
"243",4
"244",8
"245",9
"246",6
"247",9
"248",5
"249",1
"250",2
"251",1
"252",6
"253",7
"254",7
"255",9
"256",2
"257",1
"258",4
"259",2
"260",4
"261",9
"262",9
"263",5
"264",2
"265",4
"266",9
"267",4
